date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:30:41	13889/13889	---M--	200	added ('OK')	text/html	etag:%22406efb-3641-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/pde.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/pde.html	(from )
12:30:41	10062/10062	---M--	200	added ('OK')	text/html	etag:%22406f0e-274e-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/wtp.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/wtp.html	(from )
12:30:41	9156/9156	---M--	200	added ('OK')	text/html	etag:%22407063-23c4-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/examples/additional-facets.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/examples/additional-facets.html	(from )
12:30:42	10339/10339	---M--	200	added ('OK')	text/html	etag:%22407064-2863-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/examples/ajdt-projects.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/examples/ajdt-projects.html	(from )
12:30:42	9404/9404	---M--	200	added ('OK')	text/html	etag:%22407065-24bc-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/examples/attach-library-sources.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/examples/attach-library-sources.html	(from )
12:30:42	10388/10388	---M--	200	added ('OK')	text/html	etag:%22407066-2894-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/examples/configure-checkstyle.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/examples/configure-checkstyle.html	(from )
12:30:43	9501/9501	---M--	200	added ('OK')	text/html	etag:%22407068-251d-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/examples/load-code-styles.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/examples/load-code-styles.html	(from )
12:30:43	19890/19890	---M--	200	added ('OK')	text/html	etag:%22407069-4db2-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/examples/multi-module-projects.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/examples/multi-module-projects.html	(from )
12:30:43	9232/9232	---M--	200	added ('OK')	text/html	etag:%2240706a-2410-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/examples/prevent-module-references.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/examples/prevent-module-references.html	(from )
12:30:43	10542/10542	---M--	200	added ('OK')	text/html	etag:%2240706b-292e-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/examples/provide-project-natures-and-build-commands.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/examples/provide-project-natures-and-build-commands.html	(from )
12:30:44	10818/10818	---M--	200	added ('OK')	text/html	etag:%2240706c-2a42-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/examples/specifying-source-path-inclusions-and-exclusions.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/examples/specifying-source-path-inclusions-and-exclusions.html	(from )
12:30:44	12026/12026	---M--	200	added ('OK')	text/html	etag:%22406f01-2efa-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/project-info.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/project-info.html	(from )
12:30:44	10365/10365	---M--	200	added ('OK')	text/html	etag:%22406ef3-287d-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/integration.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/integration.html	(from )
12:30:45	132558/132558	---M--	200	added ('OK')	text/html	etag:%22406eed-205ce-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/dependencies.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/dependencies.html	(from )
12:30:45	10082/10082	---M--	200	added ('OK')	text/html	etag:%22406ef4-2762-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/issue-tracking.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/issue-tracking.html	(from )
12:30:45	15439/15439	---M--	200	added ('OK')	text/html	etag:%22406ef7-3c4f-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/mail-lists.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/mail-lists.html	(from )
12:30:45	14902/14902	---M--	200	added ('OK')	text/html	etag:%22406efd-3a36-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/plugin-management.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/plugin-management.html	(from )
12:30:46	21498/21498	---M--	200	added ('OK')	text/html	etag:%22406ef5-53fa-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/license.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/license.html	(from )
12:30:46	12791/12791	---M--	200	added ('OK')	text/html	etag:%22406efe-31f7-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/plugins.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/plugins.html	(from )
12:30:46	11006/11006	---M--	200	added ('OK')	text/html	etag:%22406f03-2afe-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/project-summary.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/project-summary.html	(from )
12:30:46	25619/25619	---M--	200	added ('OK')	text/html	etag:%22406f0b-6413-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/team-list.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/team-list.html	(from )
12:30:47	12474/12474	---M--	200	added ('OK')	text/html	etag:%22406f08-30ba-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/source-repository.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/source-repository.html	(from )
12:30:47	11280/11280	---M--	200	added ('OK')	text/html	etag:%22406f02-2c10-4806bd9a27000-gzip%22	http://maven.apache.org/plugins/maven-eclipse-plugin/project-reports.html	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/project-reports.html	(from )
12:30:47	3330/3330	---M--	200	added ('OK')	image/png	etag:%22407084-d02-4806bd9a27000%22	http://maven.apache.org/plugins/maven-eclipse-plugin/images/logos/maven-feather.png	D:/shared/MavenEclipsePlugin/maven.apache.org/plugins/maven-eclipse-plugin/images/logos/maven-feather.png	(from )
